agency_id,agency_name,sector,language,written_tier,oral_tier,collection_tier,pathway_in_language,pathway_type,translated_page_count,translated_page_slugs,evidence_url,oral_availability,oral_hours,capture_date,notes,assigned_by,assignment_method
kcmetro,King County Metro,transit,French,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,French,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Fula,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Fula,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Ga,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Ga,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,German,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,German,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,"Greek, Modern",0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,"Greek, Modern",0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Gujarati,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Gujarati,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Haitian Creole,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Haitian Creole,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Hausa,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Hausa,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Hawaiian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Hawaiian,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Herero,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Herero,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Hindi,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Hindi,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Hmong,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Hmong,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Hungarian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Hungarian,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Igbo,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Igbo,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Ilokano,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Ilokano,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Indonesian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Indonesian,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Italian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Italian,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Japanese,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Japanese,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kakwa,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Kakwa,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kannada,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Kannada,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Karen,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Karen,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Karenni,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Karenni,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kazakh,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Kazakh,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Khmer,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Khmer,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kikuyu,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Kikuyu,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kinyarwanda,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Kinyarwanda,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kirgiz,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Kirgiz,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kirundi,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Kirundi,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kmhmu,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Kmhmu,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kongo,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Kongo,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Korean,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Korean,3,2,,True,in_language_document,2,i-speak-card; 2021-progress-report,https://www.soundtransit.org/sites/default/files/documents/i-speak-language-assistance-2019.pdf,,,2026-09-05,"On the 'I Speak' language assistance card, last updated 2019-07-05. Rule 4 accepts a point-to-your-language card as a pathway | Also has a 2021 system expansion progress report in this language | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kosraean,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Kosraean,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Krahn,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Krahn,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Krio,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Krio,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kru,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Kru,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Kurdish,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Kurdish,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Lao,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Lao,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Latvian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Latvian,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Lingala,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
